3	8	8	0.3987	0.367673	0.521283	0.1932	0.178379	0.255515
3	8	9	0.4077	0.383833	0.513837	0.2037	0.191070	0.260356
3	8	10	0.4078	0.392897	0.501609	0.2017	0.194241	0.249916
3	8	11	0.4077	0.396115	0.491419	0.2093	0.203076	0.255453
3	8	12	0.4133	0.410463	0.483715	0.2072	0.204360	0.245930
3	8	13	0.4099	0.413551	0.470173	0.2168	0.217805	0.251827
3	8	14	0.4091	0.419033	0.458216	0.2132	0.218165	0.241645
3	8	15	0.4097	0.428975	0.448342	0.2211	0.230242	0.244557
3	8	16	0.4126	0.438542	0.441560	0.2236	0.236038	0.242581
3	8	17	0.4077	0.439110	0.430731	0.2235	0.239991	0.239263
3	9	8	0.4004	0.378662	0.501024	0.2045	0.193115	0.258805
3	9	9	0.3980	0.377096	0.500678	0.2048	0.194182	0.260041
3	9	10	0.3984	0.384873	0.488096	0.2077	0.200768	0.256545
3	9	11	0.3965	0.388676	0.477503	0.2094	0.204543	0.256592
3	9	12	0.4014	0.397469	0.471410	0.2108	0.209259	0.250468
3	9	13	0.3981	0.403253	0.457798	0.2138	0.215471	0.250113
3	9	14	0.4015	0.415678	0.449951	0.2171	0.223703	0.247201
3	9	15	0.4046	0.424740	0.444569	0.2202	0.229886	0.246591
3	9	16	0.4013	0.434403	0.423462	0.2255	0.242332	0.241755
3	9	17	0.3974	0.430591	0.422959	0.2237	0.241381	0.242219
3	10	8	0.4024	0.390733	0.488566	0.2055	0.200013	0.250685
3	10	9	0.3994	0.389280	0.480902	0.2066	0.201534	0.250618
3	10	10	0.3982	0.392716	0.473550	0.2064	0.204507	0.247957
3	10	11	0.4013	0.399734	0.470394	0.2092	0.208781	0.246545
3	10	12	0.4029	0.410845	0.461542	0.2067	0.210356	0.239115
3	10	13	0.4019	0.413673	0.451504	0.2142	0.220214	0.243467
3	10	14	0.4010	0.418278	0.442496	0.2163	0.225594	0.240461
3	10	15	0.4028	0.424959	0.434838	0.2188	0.230842	0.237985
3	10	16	0.4057	0.439931	0.426148	0.2202	0.237598	0.234779
