2	2	2	0.2850	0.201025	0.682589	0.1406	0.101302	0.335385
2	2	3	0.3124	0.228178	0.666682	0.1617	0.119990	0.341970
2	2	4	0.3346	0.262805	0.604124	0.1630	0.129944	0.291303
2	2	5	0.3313	0.267160	0.586203	0.1751	0.144528	0.306660
2	2	6	0.3439	0.287837	0.556084	0.1736	0.147911	0.277346
2	2	7	0.3590	0.313441	0.533541	0.1885	0.167576	0.277801
2	2	8	0.3749	0.348635	0.495988	0.1910	0.179653	0.251513
2	2	9	0.3530	0.325218	0.486912	0.1930	0.180755	0.263925
2	2	10	0.3490	0.316876	0.488121	0.1849	0.170762	0.256042
2	2	11	0.3428	0.317866	0.474461	0.1888	0.178136	0.256636
2	2	12	0.3479	0.335871	0.450591	0.1920	0.187517	0.245755
2	2	13	0.3454	0.335214	0.441047	0.1975	0.192906	0.251519
2	2	14	0.3432	0.339624	0.424497	0.1931	0.191594	0.238526
2	2	15	0.3498	0.356443	0.411529	0.2027	0.207389	0.239045
2	2	16	0.3608	0.384992	0.394761	0.2085	0.223642	0.228462
2	2	17	0.3476	0.364644	0.394448	0.2040	0.214099	0.232594
2	3	2	0.3076	0.225517	0.654319	0.1582	0.118175	0.333237
2	3	3	0.3173	0.240627	0.641191	0.1768	0.136427	0.353569
2	3	4	0.3436	0.282674	0.583952	0.1842	0.154843	0.308487
2	3	5	0.3430	0.285236	0.568919	0.1969	0.167053	0.322978
2	3	6	0.3579	0.309943	0.543699	0.1951	0.173047	0.291536
2	3	7	0.3689	0.327506	0.530107	0.2088	0.188260	0.296686
2	3	8	0.3782	0.360659	0.481520	0.2063	0.198329	0.263162
2	3	9	0.3624	0.340474	0.480265	0.2088	0.198469	0.276929
2	3	10	0.3569	0.342826	0.465274	0.1981	0.193302	0.255144
2	3	11	0.3524	0.339306	0.462388	0.2040	0.199454	0.265515
2	3	12	0.3552	0.352581	0.435499	0.2048	0.204565	0.250978
2	3	13	0.3522	0.349916	0.434412	0.2097	0.210222	0.258467
2	3	14	0.3633	0.372239	0.429075	0.2102	0.216182	0.247794
2	3	15	0.3593	0.373949	0.410986	0.2177	0.226846	0.250703
2	3	16	0.3652	0.398372	0.385976	0.2184	0.238224	0.231819
2	3	17	0.3554	0.381155	0.391954	0.2173	0.232961	0.241974
2	4	2	0.3379	0.272244	0.600030	0.1664	0.136321	0.293082
2	4	3	0.3496	0.288749	0.591644	0.1838	0.155175	0.307148
2	4	4	0.3606	0.306872	0.576317	0.1828	0.159524	0.285874
