2	 4	 4	 0.4596	 0.396318	 0.623556	 0.2161	 0.187347	 0.290617
2	 4	 4	 0.4674	 0.405806	 0.637486	 0.2000	 0.177882	 0.267646
2	 4	 5	 0.4643	 0.408639	 0.610970	 0.2426	 0.215227	 0.315348
2	 4	 6	 0.4824	 0.436468	 0.605633	 0.2214	 0.202269	 0.272978
2	 4	 7	 0.4777	 0.453606	 0.556822	 0.2461	 0.234522	 0.286253
2	 4	 8	 0.4741	 0.469146	 0.521986	 0.2287	 0.229838	 0.250581
2	 4	 9	 0.4727	 0.482419	 0.506799	 0.2493	 0.256879	 0.266313
2	 4	 10	 0.4765	 0.494694	 0.508254	 0.2443	 0.256012	 0.257034
2	 4	 11	 0.4593	 0.477464	 0.488955	 0.2472	 0.257417	 0.263503
2	 4	 12	 0.4452	 0.472226	 0.471767	 0.2397	 0.255300	 0.254650
2	 4	 13	 0.4495	 0.478700	 0.467609	 0.2545	 0.272686	 0.264909
2	 4	 14	 0.4554	 0.495596	 0.456840	 0.2441	 0.267337	 0.243538
2	 4	 15	 0.4413	 0.485251	 0.433033	 0.2604	 0.287903	 0.255101
2	 4	 16	 0.4483	 0.497718	 0.433224	 0.2533	 0.282398	 0.244810
2	 5	 4	 0.4774	 0.433644	 0.600540	 0.2358	 0.218053	 0.290870
2	 5	 5	 0.4581	 0.416582	 0.571646	 0.2605	 0.238117	 0.323240
2	 5	 6	 0.4747	 0.443011	 0.565112	 0.2465	 0.230634	 0.291449
2	 5	 7	 0.4878	 0.466981	 0.561618	 0.2785	 0.266486	 0.320377
2	 5	 8	 0.4922	 0.494323	 0.529535	 0.2617	 0.264167	 0.279729
2	 5	 9	 0.4731	 0.484936	 0.500741	 0.2695	 0.274917	 0.286615
2	 5	 10	 0.4726	 0.495000	 0.492247	 0.2515	 0.265413	 0.260428
2	 5	 11	 0.4511	 0.477182	 0.464428	 0.2691	 0.284881	 0.278425
2	 5	 12	 0.4587	 0.486026	 0.466186	 0.2553	 0.272246	 0.259625
2	 5	 13	 0.4527	 0.492821	 0.451305	 0.2703	 0.291933	 0.272772
2	 5	 14	 0.4467	 0.498002	 0.434950	 0.2565	 0.284998	 0.251659
2	 5	 15	 0.4422	 0.498608	 0.421062	 0.2703	 0.305210	 0.257740
2	 5	 16	 0.4421	 0.501739	 0.418820	 0.2594	 0.295478	 0.245948
2	 6	 4	 0.4860	 0.461158	 0.569495	 0.2332	 0.223590	 0.270508
2	 6	 5	 0.4920	 0.470018	 0.570376	 0.2567	 0.247583	 0.293754
2	 6	 6	 0.4991	 0.488090	 0.561730	 0.2431	 0.239785	 0.271974
2	 6	 7	 0.4996	 0.497527	 0.551061	 0.2650	 0.266130	 0.290323
2	 6	 8	 0.4937	 0.504233	 0.525463	 0.2481	 0.254592	 0.263163
2	 6	 9	 0.4892	 0.509858	 0.506360	 0.2703	 0.284403	 0.278459
2	 6	 10	 0.4897	 0.514714	 0.499475	 0.2406	 0.253375	 0.245396
2	 6	 11	 0.4852	 0.513438	 0.497238	 0.2651	 0.282049	 0.270596
2	 6	 12	 0.4783	 0.520166	 0.470963	 0.2510	 0.271788	 0.249031
2	 6	 13	 0.4714	 0.527136	 0.456468	 0.2735	 0.306119	 0.264900
2	 6	 14	 0.4692	 0.531965	 0.444858	 0.2505	 0.283511	 0.238069
2	 6	 15	 0.4787	 0.550126	 0.445317	 0.2767	 0.317174	 0.258268
2	 6	 16	 0.4877	 0.559041	 0.453453	 0.2624	 0.302794	 0.243572
2	 7	 4	 0.4970	 0.486160	 0.556088	 0.2550	 0.251090	 0.283146
2	 7	 5	 0.4892	 0.482119	 0.545965	 0.2663	 0.261294	 0.300538
2	 7	 6	 0.4865	 0.476564	 0.539232	 0.2400	 0.232977	 0.269176
2	 7	 7	 0.4981	 0.507936	 0.527787	 0.2743	 0.279048	 0.291679
2	 7	 8	 0.5110	 0.527336	 0.531589	 0.2645	 0.272722	 0.275517
2	 7	 9	 0.4929	 0.512862	 0.505184	 0.2778	 0.288965	 0.286134
2	 7	 10	 0.4976	 0.533040	 0.498679	 0.2589	 0.279597	 0.258029
2	 7	 11	 0.4930	 0.535715	 0.487786	 0.2763	 0.300939	 0.273221
2	 7	 12	 0.5028	 0.560405	 0.483024	 0.2805	 0.312201	 0.270587
2	 7	 13	 0.4886	 0.546331	 0.468014	 0.2758	 0.308054	 0.265328
2	 7	 14	 0.4775	 0.544510	 0.446422	 0.2613	 0.296573	 0.245271
2	 7	 15	 0.4804	 0.553553	 0.446620	 0.2745	 0.314013	 0.257837
2	 7	 16	 0.4869	 0.570629	 0.444667	 0.2655	 0.309849	 0.243312
2	 8	 4	 0.5060	 0.510796	 0.541914	 0.2434	 0.246072	 0.260785
2	 8	 5	 0.5039	 0.522743	 0.526922	 0.2564	 0.266565	 0.268210
2	 8	 6	 0.4995	 0.513074	 0.522122	 0.2481	 0.255392	 0.259128
2	 8	 7	 0.5160	 0.535354	 0.537447	 0.2561	 0.265949	 0.266635
2	 8	 8	 0.5175	 0.544621	 0.529002	 0.2676	 0.281921	 0.273039
2	 8	 9	 0.5038	 0.547212	 0.499186	 0.2672	 0.290863	 0.265279
