45.85	70.73	48.84	8	1.00	0.01
55.04	44.75	77.88	8	1.00	0.02
56.60	45.73	80.08	8	1.00	0.03
57.80	46.50	81.59	8	1.00	0.04
58.49	47.02	82.91	8	1.00	0.05
58.93	47.38	83.21	8	1.00	0.06
58.74	47.24	83.11	8	1.00	0.07
58.69	47.09	83.47	8	1.00	0.08
58.61	46.78	83.89	8	1.00	0.09
45.72	70.74	48.49	8	1.50	0.01
54.67	44.39	77.54	8	1.50	0.02
57.90	47.06	81.10	8	1.50	0.03
57.97	46.72	81.93	8	1.50	0.04
58.86	47.53	83.22	8	1.50	0.05
58.90	47.37	83.52	8	1.50	0.06
58.51	46.86	83.47	8	1.50	0.07
58.53	46.84	83.65	8	1.50	0.08
58.21	46.46	83.60	8	1.50	0.09
45.94	70.91	48.46	8	2.00	0.01
53.94	44.02	76.00	8	2.00	0.02
57.59	46.73	80.79	8	2.00	0.03
57.42	46.31	80.74	8	2.00	0.04
57.43	46.04	81.65	8	2.00	0.05
57.37	45.99	81.76	8	2.00	0.06
57.72	46.26	82.26	8	2.00	0.07
57.31	45.68	82.33	8	2.00	0.08
57.42	45.78	82.63	8	2.00	0.09
46.11	71.05	49.02	8	2.50	0.01
55.57	45.62	77.67	8	2.50	0.02
58.79	48.10	81.59	8	2.50	0.03
59.87	48.73	83.24	8	2.50	0.04
59.99	48.78	83.61	8	2.50	0.05
58.98	47.58	83.00	8	2.50	0.06
58.65	47.08	83.07	8	2.50	0.07
58.51	46.84	83.35	8	2.50	0.08
58.31	46.59	83.30	8	2.50	0.09
46.26	71.19	48.95	8	3.00	0.01
55.40	45.53	77.43	8	3.00	0.02
58.78	48.11	81.45	8	3.00	0.03
58.81	47.69	82.17	8	3.00	0.04
58.87	47.74	82.35	8	3.00	0.05
58.48	47.18	82.23	8	3.00	0.06
58.79	47.36	82.88	8	3.00	0.07
58.49	46.94	82.80	8	3.00	0.08
57.90	46.39	82.63	8	3.00	0.09
46.15	71.18	48.54	8	3.50	0.01
55.52	45.79	77.11	8	3.50	0.02
58.33	47.84	80.82	8	3.50	0.03
58.15	47.29	80.96	8	3.50	0.04
58.70	47.78	81.70	8	3.50	0.05
57.87	46.72	81.28	8	3.50	0.06
57.99	46.71	81.81	8	3.50	0.07
58.30	46.88	82.44	8	3.50	0.08
58.11	46.79	82.14	8	3.50	0.09
46.06	71.13	48.39	8	4.00	0.01
54.44	44.83	75.57	8	4.00	0.02
57.60	47.23	79.56	8	4.00	0.03
57.63	47.00	79.72	8	4.00	0.04
57.75	46.88	80.55	8	4.00	0.05
57.52	46.51	80.50	8	4.00	0.06
57.43	46.30	80.73	8	4.00	0.07
57.41	46.11	81.19	8	4.00	0.08
57.11	45.75	81.17	8	4.00	0.09
45.85	70.98	47.99	8	4.50	0.01
55.35	45.97	75.97	8	4.50	0.02
59.64	49.14	81.63	8	4.50	0.03
59.22	48.62	81.25	8	4.50	0.04
59.03	48.13	81.59	8	4.50	0.05
58.64	47.56	81.64	8	4.50	0.06
58.52	47.33	81.89	8	4.50	0.07
58.58	47.37	81.82	8	4.50	0.08
58.35	47.03	81.88	8	4.50	0.09
46.40	71.55	47.81	9	1.00	0.01
56.26	47.04	75.72	9	1.00	0.02
58.77	49.05	78.64	9	1.00	0.03
59.55	49.44	79.92	9	1.00	0.04
60.45	50.21	81.37	9	1.00	0.05
60.84	50.56	81.53	9	1.00	0.06
61.04	50.69	81.67	9	1.00	0.07
60.36	49.94	81.48	9	1.00	0.08
