62.10	53.07	79.51	10	1.50	0.07
62.36	53.19	80.05	10	1.50	0.08
62.31	53.28	79.87	10	1.50	0.09
46.50	71.97	46.71	10	2.00	0.01
56.56	48.94	72.29	10	2.00	0.02
60.54	52.32	76.53	10	2.00	0.03
60.83	52.32	77.38	10	2.00	0.04
62.47	53.82	79.04	10	2.00	0.05
61.83	53.08	78.75	10	2.00	0.06
61.37	52.35	78.65	10	2.00	0.07
61.86	52.85	79.17	10	2.00	0.08
61.79	52.64	79.44	10	2.00	0.09
47.52	72.87	47.86	10	2.50	0.01
58.85	51.23	74.50	10	2.50	0.02
62.28	54.24	77.99	10	2.50	0.03
63.64	55.10	80.01	10	2.50	0.04
63.31	54.77	79.64	10	2.50	0.05
63.44	54.80	79.92	10	2.50	0.06
63.91	55.24	80.61	10	2.50	0.07
63.28	54.44	80.23	10	2.50	0.08
63.17	54.15	80.63	10	2.50	0.09
47.16	72.61	47.17	10	3.00	0.01
58.16	50.69	73.59	10	3.00	0.02
62.24	54.30	77.86	10	3.00	0.03
62.79	54.41	78.95	10	3.00	0.04
63.33	54.68	79.68	10	3.00	0.05
63.42	54.78	79.62	10	3.00	0.06
63.21	54.46	79.68	10	3.00	0.07
63.00	54.18	79.83	10	3.00	0.08
62.76	53.81	79.81	10	3.00	0.09
46.83	72.42	46.60	10	3.50	0.01
57.40	50.15	72.48	10	3.50	0.02
62.69	55.00	77.72	10	3.50	0.03
62.81	54.53	78.58	10	3.50	0.04
62.63	54.12	78.73	10	3.50	0.05
62.62	54.22	78.70	10	3.50	0.06
62.37	53.81	78.72	10	3.50	0.07
62.56	54.06	78.91	10	3.50	0.08
62.00	53.40	78.53	10	3.50	0.09
46.98	72.55	46.78	10	4.00	0.01
56.53	49.38	71.47	10	4.00	0.02
62.05	54.34	76.99	10	4.00	0.03
62.05	53.94	77.53	10	4.00	0.04
62.11	53.80	78.03	10	4.00	0.05
61.49	53.29	77.31	10	4.00	0.06
62.21	53.84	78.28	10	4.00	0.07
62.11	53.62	78.36	10	4.00	0.08
61.71	53.20	78.09	10	4.00	0.09
47.03	72.66	46.59	10	4.50	0.01
56.87	49.84	71.49	10	4.50	0.02
63.87	56.45	78.29	10	4.50	0.03
63.33	55.45	78.36	10	4.50	0.04
63.25	55.30	78.46	10	4.50	0.05
63.30	55.06	78.83	10	4.50	0.06
63.59	55.16	79.52	10	4.50	0.07
62.84	54.42	78.82	10	4.50	0.08
62.73	54.31	78.88	10	4.50	0.09
47.32	72.95	46.53	11	1.00	0.01
57.82	51.09	71.32	11	1.00	0.02
61.37	54.21	75.04	11	1.00	0.03
62.82	55.62	76.37	11	1.00	0.04
63.79	56.53	77.31	11	1.00	0.05
64.25	56.95	77.92	11	1.00	0.06
64.51	56.93	78.60	11	1.00	0.07
64.78	57.35	78.59	11	1.00	0.08
64.57	56.95	78.85	11	1.00	0.09
47.18	72.86	46.40	11	1.50	0.01
57.86	51.51	70.96	11	1.50	0.02
62.83	56.03	76.02	11	1.50	0.03
63.20	56.04	76.88	11	1.50	0.04
63.56	56.30	77.33	11	1.50	0.05
63.89	56.45	77.79	11	1.50	0.06
64.16	56.55	78.41	11	1.50	0.07
63.93	56.48	78.08	11	1.50	0.08
63.89	56.46	78.13	11	1.50	0.09
46.90	72.77	45.83	11	2.00	0.01
57.41	51.09	70.22	11	2.00	0.02
62.26	55.55	75.22	11	2.00	0.03
63.47	56.35	76.93	11	2.00	0.04
64.33	56.95	78.11	11	2.00	0.05
63.68	56.22	77.67	11	2.00	0.06
63.81	56.51	77.55	11	2.00	0.07
63.68	56.33	77.50	11	2.00	0.08
63.90	56.63	77.71	11	2.00	0.09
47.86	73.51	47.12	11	2.50	0.01
59.58	53.37	72.21	11	2.50	0.02
64.25	57.64	76.90	11	2.50	0.03
65.05	58.03	78.20	11	2.50	0.04
65.06	57.93	78.24	11	2.50	0.05
65.01	57.91	78.41	11	2.50	0.06
65.48	58.45	78.91	11	2.50	0.07
65.13	58.17	78.40	11	2.50	0.08
65.03	57.96	78.69	11	2.50	0.09
47.26	73.05	46.19	11	3.00	0.01
59.20	52.95	71.87	11	3.00	0.02
63.84	57.34	76.44	11	3.00	0.03
64.63	57.80	77.60	11	3.00	0.04
64.97	57.93	78.27	11	3.00	0.05
65.22	58.27	78.27	11	3.00	0.06
64.92	57.96	78.10	11	3.00	0.07
64.48	57.41	77.89	11	3.00	0.08
64.39	57.23	78.01	11	3.00	0.09
47.42	73.17	46.37	11	3.50	0.01
58.62	52.62	71.02	11	3.50	0.02
64.29	58.26	76.17	11	3.50	0.03
64.93	58.15	77.60	11	3.50	0.04
64.80	58.10	77.67	11	3.50	0.05
64.49	57.86	77.41	11	3.50	0.06
64.35	57.64	77.28	11	3.50	0.07
63.99	57.16	77.06	11	3.50	0.08
63.62	56.63	76.91	11	3.50	0.09
47.11	72.96	45.95	11	4.00	0.01
57.80	52.01	69.92	11	4.00	0.02
63.94	57.84	75.81	11	4.00	0.03
63.89	57.41	76.28	11	4.00	0.04
63.60	56.89	76.29	11	4.00	0.05
63.45	56.77	76.18	11	4.00	0.06
63.71	57.06	76.51	11	4.00	0.07
63.30	56.61	76.15	11	4.00	0.08
63.56	56.61	76.73	11	4.00	0.09
47.75	73.67	46.18	11	4.50	0.01
58.06	52.15	70.23	11	4.50	0.02
65.24	59.32	76.86	11	4.50	0.03
65.21	58.96	77.10	11	4.50	0.04
65.19	58.84	77.38	11	4.50	0.05
64.80	58.26	77.24	11	4.50	0.06
65.08	58.59	77.64	11	4.50	0.07
64.86	58.15	77.61	11	4.50	0.08
64.50	57.73	77.46	11	4.50	0.09
47.63	73.56	45.99	12	1.00	0.01
58.09	52.70	69.10	12	1.00	0.02
62.15	56.45	73.12	12	1.00	0.03
63.81	58.24	74.49	12	1.00	0.04
65.17	59.38	76.01	12	1.00	0.05
65.75	59.84	76.88	12	1.00	0.06
66.04	60.09	77.38	12	1.00	0.07
65.90	59.83	77.39	12	1.00	0.08
66.11	59.96	77.82	12	1.00	0.09
47.61	73.49	46.19	12	1.50	0.01
59.03	53.88	69.80	12	1.50	0.02
63.87	58.46	74.64	12	1.50	0.03
64.63	58.96	75.56	12	1.50	0.04
65.20	59.41	76.21	12	1.50	0.05
66.03	60.25	76.99	12	1.50	0.06
66.28	60.58	77.33	12	1.50	0.07
65.61	60.00	76.64	12	1.50	0.08
65.61	60.05	76.80	12	1.50	0.09
47.64	73.72	45.83	12	2.00	0.01
58.25	53.25	68.69	12	2.00	0.02
63.60	58.18	74.35	12	2.00	0.03
64.88	59.37	75.71	12	2.00	0.04
65.56	59.76	76.57	12	2.00	0.05
64.94	59.32	75.75	12	2.00	0.06
65.06	59.44	76.06	12	2.00	0.07
64.95	59.18	76.10	12	2.00	0.08
64.81	59.00	76.16	12	2.00	0.09
48.12	74.15	46.16	12	2.50	0.01
60.05	55.04	70.32	12	2.50	0.02
65.25	60.35	75.12	12	2.50	0.03
66.56	61.20	76.82	12	2.50	0.04
66.66	61.12	77.22	12	2.50	0.05
66.20	60.81	76.75	12	2.50	0.06
66.63	61.42	77.00	12	2.50	0.07
66.34	61.11	76.69	12	2.50	0.08
66.64	61.35	77.24	12	2.50	0.09
48.00	74.18	45.91	12	3.00	0.01
60.13	55.21	70.49	12	3.00	0.02
64.48	59.35	74.78	12	3.00	0.03
65.70	60.55	75.97	12	3.00	0.04
66.27	60.76	76.96	12	3.00	0.05
66.90	61.54	77.31	12	3.00	0.06
66.63	61.05	77.33	12	3.00	0.07
65.89	60.56	76.48	12	3.00	0.08
65.34	59.63	76.42	12	3.00	0.09
48.00	74.04	46.10	12	3.50	0.01
59.41	54.49	69.71	12	3.50	0.02
65.49	60.86	74.99	12	3.50	0.03
65.85	60.71	75.98	12	3.50	0.04
66.21	60.87	76.62	12	3.50	0.05
65.44	60.28	75.67	12	3.50	0.06
65.09	59.72	75.63	12	3.50	0.07
64.89	59.43	75.53	12	3.50	0.08
63.99	58.46	74.76	12	3.50	0.09
47.75	73.90	45.64	12	4.00	0.01
58.72	53.98	69.00	12	4.00	0.02
64.94	60.24	74.66	12	4.00	0.03
65.16	60.19	75.15	12	4.00	0.04
64.93	59.78	75.06	12	4.00	0.05
64.08	58.90	74.45	12	4.00	0.06
64.66	59.49	75.01	12	4.00	0.07
64.46	59.12	74.92	12	4.00	0.08
64.63	59.07	75.38	12	4.00	0.09
48.29	74.51	45.88	12	4.50	0.01
58.49	53.92	68.32	12	4.50	0.02
66.25	61.70	75.59	12	4.50	0.03
66.83	61.98	76.53	12	4.50	0.04
66.20	61.31	75.93	12	4.50	0.05
66.48	61.56	76.39	12	4.50	0.06
66.26	61.24	76.30	12	4.50	0.07
65.82	60.57	76.09	12	4.50	0.08
65.56	60.18	76.17	12	4.50	0.09
47.73	73.97	45.21	13	1.00	0.01
58.48	54.21	67.59	13	1.00	0.02
62.48	58.09	71.42	13	1.00	0.03
64.15	59.73	73.10	13	1.00	0.04
66.07	61.56	74.98	13	1.00	0.05
66.61	62.03	75.68	13	1.00	0.06
66.48	62.05	75.41	13	1.00	0.07
66.67	62.01	76.11	13	1.00	0.08
67.04	62.42	76.38	13	1.00	0.09
48.12	74.39	45.67	13	1.50	0.01
59.45	55.54	68.08	13	1.50	0.02
64.42	60.11	73.28	13	1.50	0.03
65.10	60.70	74.00	13	1.50	0.04
65.81	61.25	74.87	13	1.50	0.05
67.20	62.88	75.92	13	1.50	0.06
67.43	63.05	76.36	13	1.50	0.07
66.74	62.31	75.72	13	1.50	0.08
66.56	62.25	75.62	13	1.50	0.09
47.82	74.21	45.05	13	2.00	0.01
58.56	54.75	67.03	13	2.00	0.02
64.60	60.44	73.12	13	2.00	0.03
66.01	61.73	74.83	13	2.00	0.04
65.75	61.35	74.56	13	2.00	0.05
65.40	60.97	74.40	13	2.00	0.06
64.90	60.45	73.97	13	2.00	0.07
65.47	61.04	74.56	13	2.00	0.08
65.68	61.26	74.80	13	2.00	0.09
48.73	75.06	45.98	13	2.50	0.01
61.18	57.42	69.49	13	2.50	0.02
65.33	61.54	73.55	13	2.50	0.03
66.75	62.51	75.35	13	2.50	0.04
67.17	63.05	75.81	13	2.50	0.05
67.02	63.02	75.49	13	2.50	0.06
67.54	63.63	75.95	13	2.50	0.07
67.06	63.09	75.64	13	2.50	0.08
67.02	62.86	75.85	13	2.50	0.09
48.32	74.80	45.38	13	3.00	0.01
60.39	56.53	68.97	13	3.00	0.02
65.47	61.70	73.78	13	3.00	0.03
66.27	62.37	74.54	13	3.00	0.04
67.06	62.96	75.57	13	3.00	0.05
67.41	63.13	76.11	13	3.00	0.06
67.43	63.35	75.93	13	3.00	0.07
66.57	62.48	75.07	13	3.00	0.08
65.85	61.57	74.70	13	3.00	0.09
48.20	74.63	45.24	13	3.50	0.01
59.07	55.26	67.59	13	3.50	0.02
66.00	62.44	73.79	13	3.50	0.03
66.10	62.30	74.22	13	3.50	0.04
66.91	63.00	75.15	13	3.50	0.05
66.12	62.02	74.65	13	3.50	0.06
66.12	62.02	74.66	13	3.50	0.07
65.38	61.33	73.91	13	3.50	0.08
65.15	60.87	73.98	13	3.50	0.09
47.99	74.46	45.04	13	4.00	0.01
59.15	55.54	67.65	13	4.00	0.02
65.24	61.73	73.14	13	4.00	0.03
66.01	62.07	74.27	13	4.00	0.04
65.86	61.80	74.24	13	4.00	0.05
65.49	61.32	74.02	13	4.00	0.06
65.23	61.07	73.72	13	4.00	0.07
65.45	61.34	73.84	13	4.00	0.08
65.00	60.67	73.79	13	4.00	0.09
48.40	74.88	45.43	13	4.50	0.01
59.56	56.41	67.25	13	4.50	0.02
66.49	63.25	74.11	13	4.50	0.03
67.20	63.75	74.99	13	4.50	0.04
67.31	63.61	75.31	13	4.50	0.05
66.96	62.97	75.24	13	4.50	0.06
67.19	63.24	75.50	13	4.50	0.07
66.71	62.72	75.08	13	4.50	0.08
66.60	62.40	75.29	13	4.50	0.09
47.50	74.09	44.20	14	1.00	0.01
58.60	55.54	65.92	14	1.00	0.02
62.99	59.65	70.29	14	1.00	0.03
64.58	61.08	72.12	14	1.00	0.04
66.01	62.32	73.69	14	1.00	0.05
66.76	63.16	74.41	14	1.00	0.06
66.57	62.96	74.20	14	1.00	0.07
66.78	63.20	74.42	14	1.00	0.08
67.16	63.65	74.80	14	1.00	0.09
48.18	74.89	44.58	14	1.50	0.01
59.41	56.53	66.55	14	1.50	0.02
64.43	61.36	71.47	14	1.50	0.03
65.80	62.39	72.98	14	1.50	0.04
67.07	63.83	74.20	14	1.50	0.05
67.42	64.27	74.46	14	1.50	0.06
67.86	64.74	74.97	14	1.50	0.07
67.31	64.16	74.50	14	1.50	0.08
66.58	63.36	73.90	14	1.50	0.09
47.87	74.67	44.11	14	2.00	0.01
59.09	56.46	65.86	14	2.00	0.02
65.06	62.13	71.85	14	2.00	0.03
66.34	63.07	73.49	14	2.00	0.04
65.86	62.62	73.13	14	2.00	0.05
66.06	62.84	73.33	14	2.00	0.06
65.86	62.63	73.23	14	2.00	0.07
65.84	62.48	73.33	14	2.00	0.08
65.90	62.64	73.29	14	2.00	0.09
48.56	75.33	44.81	14	2.50	0.01
60.83	57.99	67.69	14	2.50	0.02
65.59	62.78	72.30	14	2.50	0.03
66.90	63.81	73.70	14	2.50	0.04
67.75	64.77	74.57	14	2.50	0.05
67.39	64.39	74.37	14	2.50	0.06
67.87	65.02	74.75	14	2.50	0.07
67.59	64.65	74.55	14	2.50	0.08
67.65	64.64	74.78	14	2.50	0.09
48.16	75.02	44.33	14	3.00	0.01
59.86	57.17	66.65	14	3.00	0.02
65.58	62.91	72.19	14	3.00	0.03
66.65	63.78	73.39	14	3.00	0.04
67.40	64.56	74.12	14	3.00	0.05
67.72	64.59	74.83	14	3.00	0.06
67.50	64.48	74.55	14	3.00	0.07
67.35	64.32	74.37	14	3.00	0.08
66.66	63.36	73.93	14	3.00	0.09
48.16	75.07	44.22	14	3.50	0.01
59.47	56.80	66.22	14	3.50	0.02
66.56	63.99	72.92	14	3.50	0.03
66.59	63.83	73.31	14	3.50	0.04
67.47	64.68	74.17	14	3.50	0.05
66.63	63.90	73.32	14	3.50	0.06
65.93	62.98	72.83	14	3.50	0.07
65.92	62.84	72.90	14	3.50	0.08
66.01	62.73	73.30	14	3.50	0.09
48.31	75.29	44.25	14	4.00	0.01
59.63	57.31	66.15	14	4.00	0.02
65.12	62.76	71.33	14	4.00	0.03
66.18	63.41	72.89	14	4.00	0.04
66.50	63.43	73.49	14	4.00	0.05
65.56	62.50	72.45	14	4.00	0.06
65.81	62.74	72.70	14	4.00	0.07
65.71	62.60	72.67	14	4.00	0.08
65.27	61.95	72.56	14	4.00	0.09
48.39	75.31	44.42	14	4.50	0.01
59.40	57.05	65.83	14	4.50	0.02
66.71	64.28	73.03	14	4.50	0.03
66.79	64.27	73.16	14	4.50	0.04
67.51	64.92	73.98	14	4.50	0.05
67.56	64.81	74.16	14	4.50	0.06
67.34	64.36	74.18	14	4.50	0.07
67.44	64.48	74.13	14	4.50	0.08
67.44	64.35	74.49	14	4.50	0.09
47.53	74.60	43.25	15	1.00	0.01
58.79	56.44	64.81	15	1.00	0.02
62.55	60.10	68.54	15	1.00	0.03
64.81	62.37	70.85	15	1.00	0.04
66.03	63.40	72.40	15	1.00	0.05
67.18	64.60	73.40	15	1.00	0.06
66.73	64.32	72.68	15	1.00	0.07
67.36	64.94	73.30	15	1.00	0.08
67.89	65.57	73.97	15	1.00	0.09
48.12	75.16	43.85	15	1.50	0.01
59.12	57.32	64.61	15	1.50	0.02
64.62	62.73	70.05	15	1.50	0.03
66.00	63.60	71.86	15	1.50	0.04
66.97	64.81	72.76	15	1.50	0.05
66.75	64.36	72.73	15	1.50	0.06
67.66	65.44	73.43	15	1.50	0.07
67.58	65.40	73.39	15	1.50	0.08
66.68	64.49	72.74	15	1.50	0.09
48.05	75.17	43.59	15	2.00	0.01
59.16	57.55	64.40	15	2.00	0.02
65.06	63.19	70.49	15	2.00	0.03
66.76	64.56	72.49	15	2.00	0.04
66.24	64.18	71.96	15	2.00	0.05
66.41	64.35	72.21	15	2.00	0.06
66.59	64.35	72.51	15	2.00	0.07
66.62	64.40	72.49	15	2.00	0.08
66.17	63.85	72.18	15	2.00	0.09
48.51	75.80	43.83	15	2.50	0.01
60.73	59.10	65.96	15	2.50	0.02
65.54	63.95	70.66	15	2.50	0.03
66.74	64.77	72.26	15	2.50	0.04
67.99	66.14	73.29	15	2.50	0.05
67.69	65.77	73.21	15	2.50	0.06
67.71	66.00	73.09	15	2.50	0.07
67.78	65.95	73.23	15	2.50	0.08
68.09	66.26	73.63	15	2.50	0.09
48.28	75.52	43.62	15	3.00	0.01
59.43	58.05	64.51	15	3.00	0.02
66.09	64.68	71.14	15	3.00	0.03
66.89	65.25	72.05	15	3.00	0.04
67.46	65.56	72.94	15	3.00	0.05
68.09	66.16	73.60	15	3.00	0.06
67.65	65.59	73.41	15	3.00	0.07
67.64	65.36	73.59	15	3.00	0.08
67.29	65.03	73.21	15	3.00	0.09
48.41	75.71	43.65	15	3.50	0.01
59.40	57.78	64.71	15	3.50	0.02
66.02	64.47	71.04	15	3.50	0.03
66.87	65.07	72.09	15	3.50	0.04
67.14	65.22	72.66	15	3.50	0.05
67.08	65.26	72.60	15	3.50	0.06
66.95	65.06	72.43	15	3.50	0.07
66.57	64.58	72.18	15	3.50	0.08
66.29	64.19	72.01	15	3.50	0.09
48.31	75.62	43.60	15	4.00	0.01
59.14	57.58	64.52	15	4.00	0.02
65.80	64.27	70.96	15	4.00	0.03
66.56	64.78	71.83	15	4.00	0.04
66.47	64.47	72.03	15	4.00	0.05
66.14	64.34	71.52	15	4.00	0.06
66.67	64.59	72.31	15	4.00	0.07
65.52	63.50	71.03	15	4.00	0.08
65.96	63.69	71.78	15	4.00	0.09
48.29	75.62	43.59	15	4.50	0.01
59.58	58.16	64.69	15	4.50	0.02
66.57	64.97	71.78	15	4.50	0.03
66.97	65.42	72.06	15	4.50	0.04
67.56	65.90	72.74	15	4.50	0.05
67.64	65.84	73.00	15	4.50	0.06
67.60	65.84	72.91	15	4.50	0.07
67.60	65.72	73.03	15	4.50	0.08
67.33	65.26	72.95	15	4.50	0.09
47.85	75.20	43.02	16	1.00	0.01
58.80	57.47	63.32	16	1.00	0.02
62.88	61.64	67.40	16	1.00	0.03
64.72	63.30	69.38	16	1.00	0.04
66.32	64.72	71.21	16	1.00	0.05
67.11	65.57	71.99	16	1.00	0.06
66.41	64.95	71.08	16	1.00	0.07
67.30	65.92	72.08	16	1.00	0.08
67.57	66.24	72.33	16	1.00	0.09
48.15	75.60	43.11	16	1.50	0.01
58.90	58.09	63.15	16	1.50	0.02
64.33	63.43	68.47	16	1.50	0.03
66.19	64.80	70.93	16	1.50	0.04
66.40	64.91	71.23	16	1.50	0.05
66.64	65.39	71.27	16	1.50	0.06
67.30	66.17	71.94	16	1.50	0.07
67.16	66.02	71.74	16	1.50	0.08
66.93	65.56	71.74	16	1.50	0.09
48.00	75.48	42.90	16	2.00	0.01
58.54	57.81	62.63	16	2.00	0.02
65.07	64.31	69.17	16	2.00	0.03
67.00	66.16	71.16	16	2.00	0.04
66.35	65.12	71.00	16	2.00	0.05
66.59	65.41	71.15	16	2.00	0.06
66.67	65.54	71.25	16	2.00	0.07
67.19	65.78	72.00	16	2.00	0.08
66.01	64.54	70.94	16	2.00	0.09
48.28	75.82	43.12	16	2.50	0.01
59.55	58.91	63.49	16	2.50	0.02
65.50	65.02	69.48	16	2.50	0.03
66.67	65.84	70.93	16	2.50	0.04
67.41	66.64	71.56	16	2.50	0.05
67.95	66.98	72.24	16	2.50	0.06
67.81	66.84	72.19	16	2.50	0.07
67.95	66.98	72.35	16	2.50	0.08
67.91	66.99	72.36	16	2.50	0.09
48.50	76.02	43.36	16	3.00	0.01
59.43	59.08	63.15	16	3.00	0.02
65.52	65.01	69.47	16	3.00	0.03
67.13	66.40	71.14	16	3.00	0.04
67.71	66.68	72.08	16	3.00	0.05
68.34	67.39	72.71	16	3.00	0.06
67.55	66.43	72.13	16	3.00	0.07
67.35	66.20	72.00	16	3.00	0.08
67.26	65.98	72.01	16	3.00	0.09
48.43	76.00	43.24	16	3.50	0.01
59.50	58.88	63.46	16	3.50	0.02
65.50	64.96	69.48	16	3.50	0.03
66.47	65.85	70.32	16	3.50	0.04
67.47	66.61	71.77	16	3.50	0.05
67.21	66.36	71.39	16	3.50	0.06
66.61	65.67	70.92	16	3.50	0.07
66.84	65.80	71.33	16	3.50	0.08
66.30	65.35	70.61	16	3.50	0.09
48.28	75.92	42.96	16	4.00	0.01
59.29	58.83	63.16	16	4.00	0.02
65.14	64.61	69.23	16	4.00	0.03
66.28	65.32	70.52	16	4.00	0.04
66.85	65.90	71.08	16	4.00	0.05
66.24	65.39	70.39	16	4.00	0.06
